고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
348,10107010402,He warned us that there were pickpockets in the crowd.,그는 사람들중에 소매치기가 있다는 것을 우리에게 알렸다.,"[∼한 것을 우리에게 알렸다]로, ""us""가 확신시킨 상대, ""that there were pickpockets in the crowd""라고 하는 절이 확신시킨 내용으로 번역되었습니까?",,,문법책-Hornby
349,10107010402,"""I asked him if there was any news from the sea; that's all,"" replied the negro.","""나는 생선에게 혹시 바다로부터 무슨 소식이 있는지를 물어 보았오.그게 전부요."" 하고 그 흑인이 대답했다.","""I asked him if ~"" 가 [~는지를 그에게 물어 보았오]로, ""if~""이하가 [물어보다]의 내용(목적어)이 되도록 번역이 되었습니까?",,,문법책-맨투맨
350,10107010501,I told him to go on.,나는 그에게 계속 가라고 말했습니다.,"""to go on""의 행동주가 ""him""이 되도록 번역되었습니까?",,,영어교과서-고교ii-a-1
351,10107010501,I consider him to be innocent.,나는 그가 무죄라고 생각한다.,"[그가 무죄라고 생각한다]로 ""to be innocent""한 주체가 ""him""으로 번역되었습니까?",,,문법책-Hornby
352,10107010501,I cannot allow you to buy this car.,나는 당신이 이 차를 사도록 내버려 둘수가 없다.,"[당신이 이 차를 사도록 내버려 둘수가 없다]로 ""to buy~""하는 주체가 ""you""로 번역되었습니까?",,,문법책-Hornby
353,10107010501,"Talking relieves the strain, helps you to see the problem objectively.","그것은 긴장을 누그러지게 하며, 당신으로 하여금 문제를 객관적으로 보도록 도와줄것이다.",""" you to see the problem"" [당신이 문제를 객관적으로 보다]로  ""to see""하는 주체가 ""you""로 번역이 되었습니까?",,,문법책-맨투맨
354,10107010502,Then I saw the priests wife slide in through the gate.,그 때 나는 그 제관의 아내가 대문으로 미끄러지듯 들어오는 것을 보았다.,"""saw priest's wife slide in""가 [제관의 아내가 미끄러지듯 들어오는것을 보았다]로 ""slide in""하는 주체가 ""priest's wife""가 되도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
355,10107010502,We have learned to use them to make things look larger or nearer.,우리는 사물을 좀 더 크게 보이거나 보다 더 가까이 보이게 하기 위해서 그것들을 이용하게 되었다.,"""make things look larger or nearer""가 [사물을 더 크게 또는 더 가깝게 보이게 하다]로 사역의 5형식 문장으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
356,10107010502,Why not let Burke take the blame?,버크가 야단을 맞게 놔두어서 안 될 게 뭐 있는가?,"""let Burke take the blame""가 [버크가 야단을 맞게 놔두다]로 사역의 5형식문장으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
357,10107010502,I felt the house shake.,나는 집이 흔들리는 것을 느꼈다.,[집이 흔들리는 것을]로 번역되었습니까?,,,문법책-Hornby
358,10107010502,I have the committee manage all my copyright.,나는 위원회가 모든 나의 저작권을 관리하도록 했다.,"""the committee manage""가「위원회가  관리하다」로 ""manage""한 주체가 ""committee""가 되도록 번역되었습니까?",,,문법책-Hornby
359,10107010503,"At that moment, I heard someone calling my fathers name in Japanese.",그 순간 나는 누군가가 일본말로 아버지의 이름을 부르는 소리를 들었다.,"문장이 [누군가 아버지의 이름을 부르다]로 ""someone""이 ""calling""의 의미상의 주어로 번역되었습니까?",,,영어교과서-고교ii-a-1
360,10107010503,Often we hear someone talking around a corner when we cannot see him.,종종 우리는 사람이 보이지 않는데도 누군가가 길모퉁이 근처에서 이야기하고 있는 소리를 듣게 된다.,"""talk""가 ""someone""의 동작을 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
361,10107010503,I felt the house shaking.,나는 집이 흔들리고 있는 것을 느꼈다.,[집이 흔들리고 있는 것을]로 번역되었습니까?,,,문법책-Hornby
362,10107010503,I can't understand your leaving so early.,나는 당신이 그렇게 일찍 떠나는 것을 이해할수 없습니다.,[당신이 그렇게 빨리 출발하는 것을]로  현재분사의 의미상의 주어가 나타나도록 번역되었습니까?,,,문법책-Hornby
363,10107010503,She had her book stolen.,그녀는 그녀의 책을 도난당했다.,"[그녀의 책을 도난당하다]라고 ""stolen""된 주체가 ""book""이 되도록 번역되었습니까?",,,문법책-Hornby
364,10107010503,I found them satisfied.,나는 그들이 만족하고 있는 것을 알았다.,"""found them satisfied""가 [그들이 만족하고 있는 것을 알았다]로 ""satisfied""된 주체가 ""them""이 되도록 번역되었습니까?",,,문법책-Hornby
365,10107010505,He painted the walls red.,그는 벽을 붉게 칠했다.,[벽을 붉게 칠하다]로 5형식 문장으로 번역되었습니까?,,,문법책-Hornby
366,10107010505,She made him an excellent wife.,그녀는 그를 위해 훌륭한 아내가 되었다.,[그를 위해 훌륭한 아내가 되었다]로 번역되었습니까?,,,문법책-Hornby
367,10107010505,They named their son Richard.,그들은 아들을 리차드라고 이름지었다.,"[아들을 리차드라고 이름짓다]로 ""his  son""과 ""Richard""가 동격관계인 5형식 문장으로 번역되었습니까?",,,문법책-Hornby
368,10107010505,I want the work finished by Sunday.,나는 그 일은 일요일까지 완성했으면 한다.,"[그 일을 완성할 것을 바란다]로 ""finished""되는 주체가 ""the work""로 번역되었습니까?",,,문법책-Hornby
369,10107010506,My little horse must think it queer.,내 작은 말이 이상하다 여길 게다.,"""queer""가 ""it""의 보어로서 번역이 되었습니까?",,,영어교과서-고교ii-a-1
370,10107010506,She's getting your dinner ready now.,그녀는 지금 식사 준비를 하고 있습니다.,"""get your dinner ready""가 [당신의 식사준비를 하다]와 같이 ""get ""이 [~의 상태로 되게 하다]의 의미로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
371,10107010506,"He did not answer the letter, and this made me all the more angry.",그가 편지에 답장하지 않았던 것이 나를 더 화나게 만들었다.,""" made me all the more angry""가 [나를 더 화나게 만들었다]와 같이 ""me""를 ""angry""한 상태가 되게 하다라는 의미로 번역이 되었습니까?",,,문법책-성문기본
372,10107010506,I consider him innocent.,나는 그가 무죄라고 생각한다.,"[그가 무죄라고 생각한다]로 ""innocent""한 주체가 ""him""이 되도록 번역되었습니까?",,,문법책-Hornby
373,10107010600,"""Do you think you could take Burke's place?""",너는 버크를 대신할 수 있을 것으로 생각하니?,"""take one's place""가 [~를 대신하다]로 하나의 관용어구로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
374,10107010600,Do you go by first impressions?,당신은 첫 인상에 의해 판단을 하는가?,"""go by""가 [~에 의거해 판단하다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
375,10107010600,He couldn't tell on his best friend.,그는 그의 가장 친한 친구에 대해서 고자질 할 수가 없었다.,"""tell on""가 [고자질하다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
376,10107010600,The citizens were willing to put up with traffic and other inconveniences.,시민들은 교통과 기타 불편한 것들을 감수했다.,"""put up with~""이 [~을 참다]로 관용적으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
377,10107010600,I am free with my advice.,나는 조언을 아끼지 않는다.,"""free with""가 [∼을 아끼지 않다]로 번역되었습니까?",,,문법책-Hornby
378,10107010600,"But he is at the mercy of the elements, and is very conscious of his dependence.",그러나 그는 자연의 힘에 좌우되며 자기가 의존하고 있다는 것을 잘 인식하고 있다.,""" be at the mercy of""가 [~에 좌우되다]로, 번역이 되었습니까?",,,문법책-맨투맨
379,10107010700,"He tried to explain this to her, but she refused to listen.",그는 이것을 설명하려 했지만 그녀는 들으시려고도 하지 않으셨다.,"""try to explain ""가 [설명하려고 하다]로 하나의 동사처럼 번역이 되었습니까?",,,영어교과서-고교ii-a-1
380,10107010700,The Faradays managed to get public relief.,패러디 가족은 공공 구호품을 가까스로 얻어냈다.,"""managed to get""가 [가까스로 얻어내다]로 ""manage to""가 [가까스로 ~하다]로 번역되었습니까?",,,문법책-맨투맨
381,10107010700,He seemed to be in a very strange state of mind.,그는 아주 이상한 정신 상태에 있는 것 같았습니다.,"""seem to~""가 [~ 인것 처럼 보인다]로 하나의 동사처럼 번역이 되었습니까?",,,영어교과서-고교ii-a-1
382,10107010700,"I am apt to judge my fellow men in comparison with myself, a wrong and foolish thing to do.","내가 동료들을 나 자신과 비교하여 판단하기 쉬운데, 그것은 잘못된 바보짓이다.","""am apt to ""가 [~기 쉽다]와 같이 하나의 동사처럼 번역이 되었습니까?",,,문법책-성문기본
383,10107020101,Passengers shall not converse with the driver.,승객은 운전수에게 말을 걸어서는 안된다.,"[말을 걸어서는 안된다]로, 규칙을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
384,10107020101,I shall never forget you.,나는 당신을 결코 잊지 않을 것이다.,"""shall never forget""이 [결코 잊지 않을 것이다]로 화자의 강한 의지를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
385,10107020101,It is natural that he should say so.,그가 그렇게 말하는 것은 당연하다.,"전체적으로 [∼하는 것은 당연하다]로, 화자의 감정을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
386,10107020101,"According to this map, this should be our route.",이 지도에 의하면 이것이 우리의 루트일 것이다.,"""should be""가 [∼일 것이다]로, 추량을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
387,10107020101,Shall I be able to pass the examination?,나는 시험에 통과할 수 있을까?,"""Shall ~?""이 [~을까?]와 같이 단순히 미래의 의미로 번역이 되었습니까?",,,문법책-성문기본
388,10107020102,He would have to get along without her.,그는 할머니 없이 살아가야 할 것이다.,"""would""가 [~일 것이다]로 미래로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
389,10107020102,She would play music for plants.,그녀는 식물에게 음악을 들려 주기로 했다.,"""would""가 [~기로 했다]와 같이 과거의 주어의 의지를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
390,10107020102,He will often take a walk in the morning.,그는 오전 중에 자주 산책을 한다.,"""will""이 [자주 ∼한다]로, 습관적 동작을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
391,10107020102,Will you have a drink?,한 잔 하시겠어요?,"""Will you have a drink?""가 [한잔하시겠습니까?]로 의향을 묻는 표현으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
392,10107020102,The window will not open.,창문은 아무리해도 열리지 않는다.,"""will not""이 [아무리해도 ∼하지 않다]로, 주어의 강한 거절을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
393,10107020102,You will leave here at once.,곧장 나가라는 것이예요.,"""will""이 [당연히 ∼하는 것]으로, 지시를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
394,10107020103,Could it be you?,그것이 당신일 수 있을까?,"""could""가 가능성을 나타내도록 번역되었습니까?",,,영어교과서-고교ii-a-1
395,10107020103,You can go now.,이제 가도 좋아요.,"""can""이 [∼해도 좋다]로, 허가를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
396,10107020103,Can you show me the way to the post office?,우체국까지의 길을 알려주지 않겠습니까?,"""Can you∼?""가 [∼해주지 않겠습니까?]로, 의뢰를 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
